production_companies,revenue,cantidad_peliculas
Blackout Productions Inc.,5039000.0,5
Blagbuster,987500.0,8
Blake Edwards,6323455.266666667,11
Blake Edwards Entertainment,7864343.0,5
Blast! Films,2724474.0,1
Bleiberg Entertainment,3234596.5,26
Blind Guy Films,166891.4,5
Blind Man Productions,26183474.166666668,6
Blind Spot Pictures Oy,5851391.32051282,49
Blind Wink,49144920.6,5
Blind Wink Productions,19308244.5,12
Blinder Films,2803313.6,10
Blinding Edge Pictures,572330392.1333333,33
Bling Unplugged,1489497.0,2
Bliss Media,1551154.888888889,16
Blitz Films,123645.83333333333,6
Blizzard Entertainment,108419295.75,4
Block / Hanson,21218709.671428572,17
Block 2 Pictures,22553617.0,22
Blockade Entertainment,2940443.0,7
Blockbuster Films,36002.0,4
Blood Money Partners LP,798.0,2
Blood Relations Co.,25000000.0,1
Bloodline Films,1184600.0,5
Bloody Disgusting,39192.933333333334,10
Bloom,10464703.0,18
Blossom Films,2956750.8666666667,13
Blue Askew,21052555.5,2
Blue Film,16365.0,4
Blue Flower Productions,9659782.666666666,6
Blue Gardenia Productions,14719680.75,6
Blue Haze Entertainment,824979.1428571428,7
Blue Light,89283801.57142857,17
Blue Parrot Productions,11670784.0,2
Blue Productions,7528621.75,4
Blue Rider Pictures,371831.0,30
Blue Screen Productions,106321.875,8
Blue Sea Productions,6932282.333333333,3
Blue Sky Films,14579056.079365078,24
Blue Sky Studios,2523614559.8333335,40
Blue Spirit Animation,97426.33333333333,3
Blue Star Pictures,17271986.476190478,19
Blue Tulip Productions,136129987.78571427,11
Blue Waters Motion Pictures,1605880.6666666667,7
Blue Wolf,271216323.0,10
Blue Yonder Films,17017929.0,3
Blue-Tongue Films,12050777.6,26
Blueeyes Productions,7011111.111111111,18
Bluegrass Films,275057822.26666665,36
Blueprint Film,986720.0,7
Blueprint Pictures,41137090.85,18
Bluewater Pictures,1480000.0,8
Blum Hanson Allen Films,6709572.5,8
Blumhouse,18743751.333333332,6
Blumhouse Productions,779650224.6944444,182
Bo Ho Film Company Ltd.,731753.0,4
Bob DeBrino Entertainment,292959.6666666667,9
Bob Yari Productions,33879934.44166666,42
BocFlix,7666666.666666667,3
Boies / Schiller Film Group,19366061.07142857,11
Bokomotiv Freddy Olsson Filmproduktion,114173.0,3
Bold Films,125195930.06666666,52
Boll KG,2405420.0,4
Boll Kino Beteiligungs GmbH & Co. KG,5543106.85,34
Bomar OOD,1050193.8,26
Bombshell Pictures,99718.0,2
Bon Voyage Film Studio,25.916666666666668,12
Bona Fide Productions,98494464.8,32
Bona Film Group,4495040.0,23
Bona International Film Group,934153.0,18
Bones,925185.0,23
Bonne Pioche,18198891.285714287,10
Bonnie Timmermann Productions,309403.75,4
Boo Productions,36732.333333333336,9
Bookshop Productions,90972419.5,4
Bophana Production,6520.5,12
Boram Entertainment Inc.,12694235.666666666,10
BorderLine Films,884611.5,13
Boss Media,40229.2,7
Bottom of the Ninth Productions,55111717.666666664,3
Bountiful Film Partners,3609170.0,2
Bourne Again,88564827.6,5
Bow and Arrow Entertainment,155964.0,36
Boxing Cat Films,112220490.75,14
Boy Culture LLC,110075.5,2
Boy in the Box,1826.5,4
Boy of the Year,26974909.166666668,10
Bozie,6479.0,5
Brad Grey Pictures,219633503.75,16
Brad Zions Films,2002684.8,5
Braeburn Entertainment,105188.33333333333,19
Branded Entertainment/Batfilm Productions,25653858.666666668,9
Brandt/Haas Productions,739246.4,5
Brandywine Productions,459357190.1136364,33
Brass Hat Films,3394891.8,9
Brat Na Pont Productions,10535978.666666666,6
Braveworld Productions,9530526.25,4
Breathless Associates,6636667.333333333,3
Bregman/Baer Productions,12172004.0,8
Brian Grazer/Scott Rudin Productions,154746340.5,2
Brick Dust Productions LLC,15329136.333333334,6
Brideshead Films,1650536.375,8
Bridget Johnson Films,9215163.666666666,3
Bridgit Folman Film Gang,4012493.0,27
Brightlight Pictures,30156663.916666664,97
Brightside Entertainment,560301.6,5
Brillstein-Grey Entertainment,13735033.0,17
Bristol Automotive,116777854.0,2
Bristol Bay Productions,43560176.6,24
British Broadcasting Corporation (BBC),84508470.1984127,375
British Broadcasting Corporation (BBC) Television,2207840.777777778,9
British Columbia Film,5362717.25,24
British Columbia Film Commission,151878.6,8
British Columbia Television,536703.8,8
British Film Company,18957985.5,16
British Film Council,41359942.5,2
British Film Institute,553495.2,20
British Film Institute (BFI),13796409.45,141
British Lion Film Corporation,198783.0,51
British Screen Finance Ltd,1942682.75,24
British Screen Productions,16681752.45,149
Broad Green Pictures,9762271.083333334,25
Broad Street Pictures,1605463.0,1
Broadway Video,60252307.428571425,28
Broken Chair Flickz,33605831.833333336,6
Broken Lizard Industries,30093368.333333336,10
Broken Road Productions,200658523.12380952,31
Bron Creative,16103690.25,10
Bron Studios,4838454.666666666,36
Brood Syndicate,10157.0,3
Brooklyn Films II,9659782.666666666,6
Brooksfilms,132783064.66666666,23
Brooksfilms Ltd.,19059741.5,2
Brookwell-McNamara Entertainment,13134676.5,25
Broomstick Entertainment,33492.333333333336,3
Brothers Dowdle Productions,31506290.666666664,6
Brothers K Productions,70918.0,1
Brown Sauce Film Productions,809383.0,6
BrownHouse Productions,55111717.666666664,11
Brownstone Productions,211185824.0,9
Bruce Cohen Productions,1543622.75,4
Brucks Entertainment,3715191.5,4
Brushwork Pictures,8197.0,4
Bruxelles Capitale,215789.47368421053,58
Bryan Foy Productions,11900000.0,4
Bryna Productions,32828043.5,20
Buckaroo Entertainment,47984411.016666666,20
Buckeye Pictures,147894.66666666666,3
Budding Grove,1.0,4
Buena Vista,286478964.5,9
Buena Vista Distribution Company,2135577.0,3
Buena Vista Home Entertainment,71203895.5,16
Buena Vista International,13774390.333333334,11
Buena Vista International Film Production France,18198891.285714287,7
Bueprint Pictures,12437224.0,6
Buffalo Films,188572.14285714287,7
Buffalo Gal Pictures,91267.61904761904,46
Buffalo Producciones,188572.14285714287,7
Bull's Eye Entertainment,29684261.025,13
Bullet Pictures,106854.5,7
Bulletproof Cupid,193332157.25,11
Bulletproof Productions,807947.0,1
Bullwinkle Studios,68228107.5,4
Bungalow 78 Productions,50573225.5,4
Bungalow Productions,13146224.666666666,3
Burg/Koules Productions,34081590.0,10
Burgundy Films,66456.0,1
Burke/Samples/Foster Productions,9537315.0,6
Burn Later Productions,431863.8333333333,7
Burns Family Studios,1236094.0,1
Burrundi Productions,335.5,2
Bushwood Pictures,21141307.5,4
Business Location Sudtirol Alto Adige,3209312.1666666665,12
Busted Shark Productions,110352.0,10
Busy Bee Productions,111935.25,4
Butcher's Run Films,13154146.0,9
Buttercup Films Ltd.,10285938.0,3
Béla Jarzyk Production,21500000.0,4
Bésame Mucho Pictures,11205564.0,3
Bórd Scannán na hÉireann,9221521.958333334,83
C & C Brown Production,21134374.0,3
C & L,65377203.85714286,7
C&P Productions,1227324.0,3
C-2 Pictures,82157369.5,13
C-Films AG,23874.0,16
C.E.O. Films,47316.5,2
C.G. Cinema,633537.3333333334,7
C.H.U.D. Productions,1706248.5,2
C.O. Films,259333.75,4
C.O.R.E. Feature Animation,7476809.2,5
C.R.G. International,2.4,20
C.R.R.A.V. Nord Pas de Calais,3300533.175,69
C2M Productions,987500.0,8
C5,68730.0,2
CAB Productions,617172.3333333334,13
CAMERON MACKINTOSH,110452442.5,7
CAT Films,30000000.0,2
CBS Entertainment Productions,5148800.5,21
CBS Films,182274723.43571427,71
CCLA Productions,2835254.0,4
CED Productions,242802.875,14
CFCN Communications,536703.8,5
CG Cinéma,228794.18614718615,39
CIP Filmproduktion GmbH,4447144.5,11
CIPI Cinematografica S.A,19799224.0,2
CJ Capital Investment,25522883.32142857,11
CJ Entertainment,243420284.27499998,159
CLT,86154.66666666667,3
CMP Entertainment,10718137.857142856,7
CMT Films,222015.0,3
CN Film,6500000.0,2
CN4 Productions,131710.57142857142,7
CNC,669403.125,78
CNN Films,164835.33333333334,14
CP Medien AG,1215664.6666666667,12
CTB Film Company,4100000.0,33
CTV International,1531251.0,3
Cabezahueca,99753.66666666667,3
Cabin Creek Films,425788.0,2
Cabin Pictures,5092232.333333333,6
Cadrage,297149.4285714286,7
Calamity Films,7523634.0,1
Calash Corporation,11858645.5,2
Caldix,10910673.5,2
Caliber Media Company,367.25,32
Calimari Productions,3734342.0,3
Call of the Wild Productions,67552.5,4
Callahan Filmworks,66899795.225,13
Calle Cruzada,21164315.8,12
Camberwell / Fly Films,375508.3333333333,3
Cambridge Productions,10329711.5,4
Camellia Entertainment,68807.5,6
Camelot Pictures,29294986.133333333,21
Camelot Productions,51351374.5,4
Camerimage Festival,141509.16666666666,6
Camp / Thompson Pictures,6022169.0,6
Camp Grey,1056947.3333333333,6
Campania Film Commission,13116935.8,5
Campanile Productions,34102963.0,3
Campbell Grobman Films,2451449.3333333335,27
Campfire,14140.5,11
Caméra One,872167.6666666666,33
CanWest Global Communications Corporationt,103064.0,2
Canadian Film Development Corporation (CFDC),5678082.0,87
Canadian Film or Video Production Tax Credit (CPTC),39097448.766666666,244
Canadian Heritage,309818.05555555556,18
Canadian Television Fund,357089.0,28
Canafox Films,55.0,5
Canal Plus,192488918.29599568,170
Canal Plus Group,51351374.5,5
Canal+,1008405111.9004585,3334
Canal+ Droits Audiovisuels,35339897.58333333,14
Canal+ Espana,568343.3333333334,12
Canal+ España,71422041.43766233,377
Canal+ Horizons,3.5,8
Canal+ Polska,1699817.2222222222,32
Canal+ Television AB,32138.95238095238,26
Canal+Polska,7634745.491071428,65
Canana Films,780408.6666666666,37
Caneo Films,150967.0,16
Canlaws Productions,57872486.0,6
Canned Pictures Inc,955.0,2
Cannell Studios,23555201.75,8
Cannon Entertainment,1727199.25,4
Cannon Films,78259705.08333333,40
Cannon Group,108848324.58333334,83
Cannon Italia Srl,2669048.5,5
Cannon Pictures,7211807.0,8
Cannon Productions,79409.0,9
Canon Productions,196414.66666666666,3
Cantharus Productions,25283541.333333332,3
Capacity Pictures,6052270.0,16
Capcom,49711760.5,14
Cape Of Good Films,10666666.666666666,7
Capella,298265.5,4
Capella Films,9161488.0,3
Capella International,34868837.333333336,16
Capital Arts Entertainment,1160000.0,41
Capital Equipment Leasing,1220585.6666666667,5
Capital Films,12260927.0,8
Capitol Films,18308009.066666666,104
Cappa Defina Productions,3391074.714285714,11
Cappa Productions,58325000.0,28
Capricci Films,8677.5,14
Captivate Entertainment,129192472.46666667,11
Captivity Productions,875600.0,3
Capture Film Internatrional,8068.0,5
Caracol,6445.666666666667,3
Caracol Televisión,188572.14285714287,7
Caramel Film,2671417.4166666665,15
Caramel Films,4025767.8333333335,9
Caravan Pictures,298552698.25,66
Cargo Entertainment,226606.2,14
Cargo Films,1001911.0,9
Carlyle Productions,21750000.0,2
Carmel Entertainment,6691263.4,5
Carnaby International,8448333.333333334,14
Carnival Films,7741673.25,18
Caro-McLeod,20831168.6,5
Carol Baum Productions,346693.0,13
Carolco Entertainment,74271082.66666666,9
Carolco International N.V.,92624206.66666667,6
Carolco Pictures,679596894.875,128
Carolina Bank,12956314.833333334,6
Carousel Picture Company,5106203.333333334,36
Carousel Productions,9145960.333333334,3
CarpeDiem Film & TV,7500000.0,2
Carthago Films S.a.r.l.,16818288.023809522,46
Cartier Productions,20826082.5,6
Cartoon Network Studios,3803881.3333333335,13
Cartoon Saloon,95280.22222222222,15
Casa Kafka Pictures,195127.83333333334,139
Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius,410917.3070175439,31
Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia,1610126.6875,32
Casablanca Filmworks,26900000.0,9
Casbah Film,460774.0,2
Case 39 Productions,7250000.0,4
Casey Productions,30000000.0,4
Casey Silver Productions,95666423.4,19
Cast N' Crew,1150000.0,2
Castafiore Films,1459809.4285714286,17
Castel Film Romania,49089989.599999994,89
Castel Film Studio,17815.666666666668,6
Castelao Producciones,21182040.285714287,47
Casting del Sur,104344.55555555556,9
Castle Rock Entertainment,888240799.6666666,225
Castleberg Productions,399597.5,6
Casual Friday Productions,36743444.0,3
Catalan Film and Television,1288492.3,10
Catch 23 Entertainment,26111653.0,4
Catch Productions,7794879.0,4
CatchPlay,84537288.79256853,35
Catfish Productions,37454668.0,13
Catherine Dussart Productions (CDP),6520.5,11
Catmandu Branded Entertainment,2666666.6666666665,9
Cattleya,73298660.85,61
Catwoman Films,13683729.833333334,6
Causeway Films,1669117.75,4
Caviar Films,492334.0,43
Ce Qui Me Meut Motion Pictures,7318835.880952381,33
Cecchi Gori Group,14431505.333333334,9
Cecchi Gori Group Tiger Cinematografica,20024712.809523813,50
Cecchi Gori Pictures,109103954.0,7
Celador Films,108971015.76666667,23
Celluloid Dreams,7502383.666666667,92
Cent Productions Inc.,15480842.666666666,3
Centerstage Productions,8350.0,11
Central Cinema Company Film,873333.3333333334,19
Central Films,33832545.5,9
Central Motion Pictures,2566224.6666666665,24
Central Partnership,61640426.833333336,49
Centre Cinématographique Marocain (CCM),23845.0,9
Centre National de la Cinématographie,9242885.855555557,278
Centre National de la Cinématographie (CNC),22442633.885565385,1433
Centre National de la Cinématographie et de l'Image Animée,15508.23076923077,13
Centre National du Cinéma et de L'image Animée (CNC),2186253.079850361,122
Centre Régional des Ressources Audiovisuelles (CRRAV),5910209.555555556,9
Centre du Cinéma et de l'Audiovisuel de la Communauté Française de Belgique,500672.36363636365,26
Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,2461924.9452751195,182
Centropolis Entertainment,1132379994.5666666,49
Centropolis Film Productions,85084902.8,16
Centrul National al Cinematografiei (CNC),148222.875,25
Centurion Investment,3400472.5714285714,7
Century Park Pictures,9766666.666666666,3
Ceská Televize,641139.3333333334,40
Chad Troutwine Films,25933.75,4
Chaiken Films,512451.0,1
Chain Camera Pictures,411115.0,8
Chainsaw Productions LLC,17845275.833333332,6
Chako Film Company,13864694.166666666,8
Challenge Film Corporation,1.25,4
Chambara Pictures,18927335.404761907,17
Chang-Hong Channel Film & Video Co.,7632242.666666667,3
Channel 1+1,4099183.761904762,10
Channel 4 Television,147722.0,21
Channel 4 Television Corporation,88025781.0,27
Channel A,455448.875,8
Channel Four Films,224023833.42857143,334
Channel One Russia,21624851.333333332,19
Channel Productions,17175057.0,3
Chaocorp,65168685.83928572,31
Chaotic Productions,1286.125,8
Chaplin Film Productions Ltd.,1000000.0,2
Chapter 2,626388.0,38
Chapter One Films,25113359.0,13
Charenton Productions,1412175.2,5
Charenton Productions Limited,15562169.363636363,11
Charles Chaplin Productions,8019181.0,11
Charles K. Feldman Group,7004000.0,11
Charlie Guidance,754074.3333333334,10
Chartoff Productions,21004633.166666668,8
Chartoff Winkler Productions,43391895.25,4
Chartoff-Winkler Productions,40961883.06666667,24
Chase Productions,282796.0,2
Chatrone,24359276.5,4
Check Entertainment,73222.83333333333,18
Cheerland Entertainment Organization,1480000.0,5
Cheetah Vision,1949362.7916666667,45
Chenault Productions,50340738.5,3
Cheongeoram,22122410.75,5
Cheri Productions,520345.94444444444,18
Chernin Entertainment,1108142530.870238,61
Cherry Alley Productions,14500000.0,2
Cherry Road Films,37474.3,10
Cherry Sky Films,68945.0,1
Chessman Park Productions,6000000.0,2
Chesterfield Writer's Film Project,1321245.5,8
Chestnut Hill Productions,86087.66666666667,3
Chevy Chase Films,4048389.6666666665,3
Cheyenne Enterprises,156405503.2345238,57
Chez Wam,13890944.125,13
Chi-Fou-Mi Productions,150967.0,19
Chic Films,2803313.6,24
Chicago Pacific Entertainment,15052333.5,8
ChickFlick Productions,3767233.5,15
Chickie The Cop Production,4004350.75,4
Chime Films,12554211.8,5
Chimera Films LLC,1900827.8,5
China Dream Film Culture Industry,105423.66666666667,6
China Film & TV Capital,13505078.111111112,9
China Film Co-Production Corporation,318628255.49523807,98
China Film Co.,286254261.0,33
China Film Group,690695770.3214285,17
China Film Group Corporation,5837674.0,7
China Film Group Corporation (CFGC),121602894.0,69
China Movie Channel,233901371.26785713,17
China Vision Media Group,20292500.0,4
Chinarunn Entertainment Inc.,285000.0,2
Chiyoko Commitee,6273.5,6
Chockstone Pictures,38275442.5,25
Choke Film,638356.1666666666,6
Chongoing Film Group,25.916666666666668,12
Chris Brinker Productions,5314660.5,2
Chris Lee Productions,55026618.03333333,18
Christel Films,12233500.0,2
Christmas Tree Films,9647072.0,2
Chromosom Filmproduktion,687568.75,4
Chrysalis Films,5634828.0,1
Chrysler Corporation,2366605.714285714,7
Chuan Production Film Studio,2130499.6,5
ChubbCo Film,220552.0,11
Chubu-nippon Broadcasting Company (CBC),862484.1538461539,17
Chuck Productions,9865354.666666666,6
Chunqiu Time Co.,26666666.666666668,3
Churchill Toledo,1197500.0,2
Chydzik Media Group,275.6,5
CiBy 2000,34505571.5,54
